id.orig_p,id.resp_p,duration,orig_bytes,resp_bytes,conn_state,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label,proto_udp,service_dns,service_http,service_https,service_irc,service_ntp,service_ssh
52874,6667,3.141693,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52874,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52878,6667,3.152971,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
123,123,0.008981,48.0,48.0,5,0,836,1,76,1,76,0,True,False,False,False,False,True,False
52882,6667,3.092988,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52882,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52884,6667,3.090991,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52890,6667,1.017422,60.0,124.0,1,0,48,5,328,4,328,1,False,False,False,False,True,False,False
52894,6667,3.149206,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52894,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52896,6667,3.143198,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52898,6667,3.100304,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52898,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52900,6667,3.098501,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52900,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
123,123,0.001485,48.0,48.0,5,0,836,1,76,1,76,0,True,False,False,False,False,True,False
52902,6667,3.096486,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52902,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52904,6667,3.094723,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
52904,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52908,6667,3.09023,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52908,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52834,6667,4.213351,75.0,243.0,4,0,1477,9,567,7,615,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
52916,6667,3.150454,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52836,6667,4.231848,75.0,243.0,4,0,1477,9,567,7,615,1,False,False,False,False,True,False,False
52916,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52918,6667,3.148207,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52918,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52920,6667,3.145959,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
123,123,0.030474,48.0,48.0,5,0,836,1,76,1,76,0,True,False,False,False,False,True,False
52920,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52922,6667,3.143708,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52922,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52930,6667,3.097237,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52932,6667,3.086487,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52932,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52934,6667,3.084747,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52934,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52852,6667,4.20985,75.0,243.0,4,0,102,10,631,7,615,1,False,False,False,False,True,False,False
52940,6667,3.142229,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52940,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
123,123,0.001496,48.0,48.0,5,0,836,1,76,1,76,0,True,False,False,False,False,True,False
52942,6667,3.134964,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52942,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52858,6667,2.128036,75.0,243.0,4,0,102,9,571,7,615,1,False,False,False,False,True,False,False
52944,6667,3.133196,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
52944,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52946,6667,3.131217,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52946,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52952,6667,3.129468,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52952,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52954,6667,3.12498,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
52954,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52956,6667,3.123228,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52956,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52958,6667,3.119972,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
52958,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52960,6667,3.117973,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52960,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52962,6667,3.115972,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52962,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52876,6667,2.109547,75.0,234.0,4,0,1477,9,559,7,606,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
52878,6667,0.849999,74.0,242.0,4,0,1477,7,446,6,562,1,False,False,False,False,True,False,False
52880,6667,1.102903,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
52972,6667,3.14446,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52972,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52884,6667,0.979928,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
52980,6667,3.149706,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52886,6667,2.084564,75.0,243.0,4,0,1477,9,559,6,563,1,False,False,False,False,True,False,False
52888,6667,1.097626,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
52892,6667,4.273565,75.0,243.0,4,0,1477,9,567,7,615,1,False,False,False,False,True,False,False
52980,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52982,6667,3.143727,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
123,123,0.001496,48.0,48.0,5,0,836,1,76,1,76,0,True,False,False,False,False,True,False
52982,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
52984,6667,3.133961,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
52896,6667,0.859992,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
52984,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52992,6667,3.134464,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
52992,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52994,6667,3.132692,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52994,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
53000,6667,3.105482,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53000,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52906,6667,4.197604,75.0,243.0,4,0,1477,9,567,7,615,1,False,False,False,False,True,False,False
53004,6667,3.098986,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
53004,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52912,6667,1.077636,75.0,243.0,4,0,1477,8,499,6,563,1,False,False,False,False,True,False,False
52910,6667,4.138114,75.0,243.0,4,0,1477,9,567,6,563,1,False,False,False,False,True,False,False
52914,6667,1.090895,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
53010,6667,3.118217,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53010,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
53012,6667,3.11622,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53012,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
53014,6667,3.113961,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53014,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
53022,6667,1.015922,60.0,124.0,1,0,48,5,328,4,328,1,False,False,False,False,True,False,False
52924,6667,4.10566,75.0,243.0,4,0,1477,9,567,6,563,1,False,False,False,False,True,False,False
52926,6667,2.088311,75.0,243.0,4,0,1477,8,507,6,563,1,False,False,False,False,True,False,False
53030,6667,2.018101,60.0,124.0,1,0,48,6,388,4,328,1,False,False,False,False,True,False,False
52928,6667,1.101373,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
53040,6667,1.016936,60.0,124.0,1,0,48,5,328,4,328,1,False,False,False,False,True,False,False
53038,6667,1.016422,60.0,124.0,1,0,48,5,328,4,328,1,False,False,False,False,True,False,False
52930,6667,1.680038,75.0,243.0,4,0,1477,7,447,7,615,1,False,False,False,False,True,False,False
53044,6667,3.105995,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
123,123,0.001745,48.0,48.0,5,0,836,1,76,1,76,0,True,False,False,False,False,True,False
53044,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
53050,6667,3.100748,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52936,6667,1.092637,75.0,243.0,4,0,1477,8,499,6,563,1,False,False,False,False,True,False,False
52938,6667,2.134286,75.0,243.0,4,0,1477,8,507,6,563,1,False,False,False,False,True,False,False
53052,6667,3.102743,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53054,6667,3.138463,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53062,6667,3.154204,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
53062,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
53064,6667,3.151974,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53064,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52948,6667,1.078882,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
52950,6667,1.081892,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
123,123,0.001497,48.0,48.0,5,0,836,1,76,1,76,0,True,False,False,False,False,True,False
53068,6667,3.135979,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53068,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
53070,6667,3.134196,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53070,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
53072,6667,3.132206,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53072,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
53076,6667,3.158719,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53078,6667,3.088505,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
53084,6667,3.132967,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52964,6667,4.114145,75.0,243.0,4,0,1477,9,567,6,563,1,False,False,False,False,True,False,False
52966,6667,1.101622,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
52968,6667,1.081137,75.0,243.0,4,0,1477,8,499,6,563,1,False,False,False,False,True,False,False
123,123,0.012741,48.0,48.0,5,0,836,1,76,1,76,0,True,False,False,False,False,True,False
53084,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52970,6667,4.085423,75.0,243.0,4,0,1477,9,567,6,563,1,False,False,False,False,True,False,False
53086,6667,3.130717,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53086,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
53088,6667,3.128982,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
52974,6667,2.112296,75.0,243.0,4,0,1477,9,559,6,563,1,False,False,False,False,True,False,False
52976,6667,1.083384,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
52978,6667,4.127176,75.0,243.0,4,0,1477,9,567,6,563,1,False,False,False,False,True,False,False
53088,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
53090,6667,3.119466,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53094,6667,3.134464,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
52986,6667,2.081812,75.0,243.0,4,0,1477,8,507,6,563,1,False,False,False,False,True,False,False
52990,6667,1.082885,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
52988,6667,2.087062,75.0,243.0,4,0,1477,9,559,6,563,1,False,False,False,False,True,False,False
123,123,0.016989,48.0,48.0,5,0,836,1,76,1,76,0,True,False,False,False,False,True,False
53118,6667,3.152698,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53118,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
52996,6667,4.230592,75.0,243.0,4,0,1477,9,567,7,615,1,False,False,False,False,True,False,False
52998,6667,1.0824,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
53120,6667,3.150928,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53120,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
53002,6667,4.133646,75.0,243.0,4,0,1477,9,567,6,563,1,False,False,False,False,True,False,False
53124,6667,3.154178,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53126,6667,3.15068,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53006,6667,2.086813,75.0,243.0,4,0,1477,8,507,6,563,1,False,False,False,False,True,False,False
53008,6667,1.106882,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
53126,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
53130,6667,3.083221,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
53132,6667,3.109704,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
123,123,0.001998,48.0,48.0,5,0,836,1,76,1,76,0,True,False,False,False,False,True,False
53132,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
53134,6667,3.105954,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53016,6667,4.099164,75.0,243.0,4,0,1477,9,567,6,563,1,False,False,False,False,True,False,False
53134,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
53018,6667,2.085813,75.0,243.0,4,0,1477,8,507,6,563,1,False,False,False,False,True,False,False
53136,6667,3.100214,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53020,6667,2.077582,75.0,243.0,4,0,1477,8,507,6,563,1,False,False,False,False,True,False,False
53024,6667,2.091059,75.0,243.0,4,0,1477,8,507,6,563,1,False,False,False,False,True,False,False
53026,6667,1.109369,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
53028,6667,1.082401,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
53136,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
53032,6667,2.084062,75.0,243.0,4,0,1477,8,507,6,563,1,False,False,False,False,True,False,False
53036,6667,1.082134,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
53034,6667,1.077886,75.0,243.0,4,0,1477,8,499,6,563,1,False,False,False,False,True,False,False
53142,6667,3.10071,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53042,6667,2.1053,75.0,243.0,4,0,1477,8,507,6,563,1,False,False,False,False,True,False,False
53148,6667,3.143436,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53046,6667,4.084171,74.0,242.0,4,0,1477,9,566,6,562,1,False,False,False,False,True,False,False
53048,6667,2.083063,75.0,243.0,4,0,1477,8,507,6,563,1,False,False,False,False,True,False,False
53050,6667,1.056397,75.0,243.0,4,0,102,8,511,7,615,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
53156,6667,3.09472,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53156,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
53052,6667,0.990186,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
123,123,0.079194,48.0,48.0,5,0,836,1,76,1,76,0,True,False,False,False,False,True,False
53158,6667,3.092722,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53054,6667,0.964944,75.0,243.0,4,0,102,8,511,6,563,1,False,False,False,False,True,False,False
53158,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
53056,6667,2.094307,75.0,243.0,4,0,1477,8,507,6,563,1,False,False,False,False,True,False,False
53058,6667,1.103622,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
53060,6667,4.098912,75.0,243.0,4,0,1477,9,567,6,563,1,False,False,False,False,True,False,False
53164,6667,3.08398,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53164,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
53166,6667,3.081958,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
123,123,10.016962,288.0,288.0,5,0,836,6,456,6,456,0,True,False,False,False,False,True,False
53166,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
53066,6667,2.618508,75.0,243.0,4,0,1477,8,507,7,615,1,False,False,False,False,True,False,False
53176,6667,3.09022,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53174,6667,2.018588,60.0,124.0,1,0,48,6,388,4,328,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
53176,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
53184,6667,3.130946,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53186,6667,3.099221,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
123,123,0.011486,48.0,48.0,5,0,836,1,76,1,76,0,True,False,False,False,False,True,False
53186,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
53074,6667,4.09017,75.0,243.0,4,0,1477,10,619,6,563,1,False,False,False,False,True,False,False
53188,6667,3.089226,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53076,6667,0.879995,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
53190,6667,3.118955,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53078,6667,0.929703,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
53080,6667,4.088414,75.0,243.0,4,0,1477,9,567,6,563,1,False,False,False,False,True,False,False
53082,6667,2.141298,75.0,243.0,4,0,1477,8,507,6,563,1,False,False,False,False,True,False,False
53196,6667,3.116708,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53196,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
53198,6667,3.109932,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53198,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
53200,6667,3.107725,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53200,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
53090,6667,0.929719,75.0,234.0,4,0,1477,8,499,7,606,1,False,False,False,False,True,False,False
123,123,0.094945,48.0,48.0,5,0,836,1,76,1,76,0,True,False,False,False,False,True,False
53092,6667,4.105663,75.0,243.0,4,0,1477,9,567,6,563,1,False,False,False,False,True,False,False
53216,6667,1.016697,60.0,124.0,1,0,48,5,328,4,328,1,False,False,False,False,True,False,False
53094,6667,0.939964,75.0,243.0,4,0,1477,8,499,6,563,1,False,False,False,False,True,False,False
53218,6667,1.021677,60.0,124.0,1,0,48,5,328,4,328,1,False,False,False,False,True,False,False
53222,6667,3.092972,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53096,6667,4.21485,74.0,242.0,4,0,1477,9,566,7,614,1,False,False,False,False,True,False,False
53098,6667,1.081642,75.0,243.0,4,0,1477,8,499,6,563,1,False,False,False,False,True,False,False
123,123,0.001997,48.0,48.0,5,0,836,1,76,1,76,0,True,False,False,False,False,True,False
53222,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
53100,6667,4.082425,75.0,243.0,4,0,1477,9,567,6,563,1,False,False,False,False,True,False,False
53102,6667,2.083065,75.0,243.0,4,0,1477,9,559,6,563,1,False,False,False,False,True,False,False
53224,6667,3.085737,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53106,6667,1.10737,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
53104,6667,2.083818,75.0,243.0,4,0,1477,8,507,6,563,1,False,False,False,False,True,False,False
53108,6667,4.048942,75.0,243.0,4,0,102,10,631,6,563,1,False,False,False,False,True,False,False
53224,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
53110,6667,2.086563,75.0,243.0,4,0,1477,8,507,6,563,1,False,False,False,False,True,False,False
53112,6667,2.084311,75.0,243.0,4,0,1477,8,507,6,563,1,False,False,False,False,True,False,False
53114,6667,1.096626,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
53116,6667,4.823251,75.0,243.0,4,0,1477,9,567,7,615,1,False,False,False,False,True,False,False
53230,6667,3.088983,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
123,123,0.0,0.0,0.0,2,0,978,1,76,0,0,0,True,False,False,False,False,True,False
53232,6667,3.1407,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53232,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
53236,6667,3.123953,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53122,6667,4.35873,75.0,243.0,4,0,1477,10,679,6,563,1,False,False,False,False,True,False,False
53236,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
123,123,0.185136,48.0,48.0,5,0,836,1,76,1,76,0,True,False,False,False,False,True,False
53238,6667,3.114717,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
123,123,10.02623,288.0,288.0,5,0,836,6,456,6,456,0,True,False,False,False,False,True,False
53124,6667,1.369956,75.0,243.0,4,0,1477,7,447,7,615,1,False,False,False,False,True,False,False
53238,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
53240,6667,3.107718,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
53128,6667,2.178742,75.0,243.0,4,0,1477,8,507,7,615,1,False,False,False,False,True,False,False
53240,6667,0.0,0.0,0.0,2,0,5417,1,60,0,0,1,False,False,False,False,True,False,False
53130,6667,0.929958,75.0,243.0,4,0,1477,7,447,6,563,1,False,False,False,False,True,False,False
53260,6667,1.017422,60.0,124.0,1,0,48,5,328,4,328,1,False,False,False,False,True,False,False
53262,6667,3.092731,0.0,0.0,2,0,5417,3,180,0,0,1,False,False,False,False,True,False,False
